4510;-77
4511;-63
4512;-57
4513;-61
4514;-61
4515;-57
4516;-58
4517;-63
4518;-62
4519;-62
4520;-63
4521;-66
4522;-69
4523;-69
4524;-67
4525;-66
4526;-65
4527;-66
4528;-68
4529;-66
4530;-64
4531;-66
4532;-68
4533;-66
4534;-66
4535;-67
4536;-66
4537;-74
4538;-69
4539;-71
4540;-81
4541;-76
4542;-75
4543;-69
4544;-66
4545;-61
4546;-66
4547;-67
4548;-65
4549;-58
4550;-56
4551;-68
4552;-57
4553;-60
4554;-65
4555;-59
4556;-61
4557;-62
4558;-58
4559;-60
4560;-59
4561;-58
4562;-57
4563;-58
4564;-62
4565;-68
4566;-68
4567;-63
4568;-63
4569;-67
4570;-69
4571;-62
4572;-61
4573;-69
4574;-69
4575;-67
4576;-64
4577;-66
4578;-68
4579;-80
4580;-68
4581;-66
4582;-76
4583;-61
4584;-59
4585;-66
4586;-66
4587;-68
4588;-75
4589;-72
4590;-66
4591;-69
4592;-71
4593;-65
4594;-62
4595;-62
4596;-63
4597;-69
4598;-76
4599;-71
4600;-67
4601;-65
4602;-66
4603;-66
4604;-67
4605;-74
4606;-75
4607;-71
4608;-64
4609;-63
4610;-63
4611;-61
4612;-64
4613;-66
4614;-64
4615;-62
4616;-61
4617;-60
4618;-60
4619;-57
4620;-60
4621;-63
4622;-62
4623;-63
4624;-72
4625;-80
4626;-70
4627;-68
4628;-87
4629;-72
4630;-68
4631;-75
4632;-75
4633;-76
4634;-70
4635;-80
4636;-76
4637;-70
4638;-69
4639;-71
4640;-70
4641;-71
4642;-67
4643;-65
4644;-63
4645;-63
4646;-65
4647;-66
4648;-67
4649;-68
4650;-69
4651;-69
4652;-72
4653;-74
4654;-79
4655;-85
4656;-81
4657;-73
4658;-68
4659;-66
4660;-65
4661;-65
4662;-65
4663;-65
4664;-67
4665;-69
4666;-76
4667;-85
4668;-88
4669;-87
4670;-78
4671;-73
4672;-72
4673;-74
4674;-85
4675;-81
4676;-73
4677;-72
4678;-72
4679;-74
4680;-76
4681;-79
4682;-77
4683;-74
4684;-72
4685;-70
4686;-70
4687;-70
4688;-70
4689;-69
4690;-70
4691;-72
4692;-76
4693;-80
4694;-74
4695;-69
4696;-67
4697;-66
4698;-66
4699;-68
4700;-69
4701;-71
4702;-71
4703;-69
4704;-68
4705;-66
4706;-66
4707;-66
4708;-67
4709;-69
4710;-70
4711;-72
4712;-75
4713;-79
4714;-78
4715;-72
4716;-68
4717;-65
4718;-63
4719;-63
4720;-63
4721;-64
4722;-67
4723;-72
4724;-82
4725;-84
4726;-75
4727;-72
4728;-69
4729;-68
4730;-66
4731;-66
4732;-65
4733;-66
4734;-65
4735;-66
4736;-66
4737;-66
4738;-66
4739;-66
4740;-67
4741;-67
4742;-68
4743;-69
4744;-69
4745;-70
4746;-71
4747;-72
4748;-71
4749;-68
4750;-66
4751;-64
4752;-64
4753;-64
4754;-63
4755;-63
4756;-63
4757;-64
4758;-64
4759;-64
4760;-65
4761;-65
4762;-65
4763;-66
4764;-67
4765;-71
4766;-74
4767;-75
4768;-72
4769;-70
4770;-69
4771;-69
4772;-68
4773;-67
4774;-66
4775;-65
4776;-64
4777;-63
4778;-62
4779;-62
4780;-62
4781;-63
4782;-63
4783;-65
4784;-65
4785;-66
4786;-70
4787;-70
4788;-69
4789;-69
4790;-76
4791;-66
4792;-58
4793;-58
4794;-66
4795;-55
4796;-58
4797;-56
4798;-60
4799;-60
4800;-56
4801;-62
4802;-66
4803;-59
4804;-53
4805;-54
4806;-65
4807;-69
4808;-77
4809;-61
4810;-59
4811;-59
4812;-61
4813;-61
4814;-73
4815;-62
4816;-55
4817;-60
4818;-61
4819;-62
4820;-56
4821;-59
4822;-57
4823;-55
4824;-55
4825;-55
4826;-55
4827;-49
4828;-49
4829;-49
4830;-51
4831;-51
4832;-60
4833;-59
4834;-58
4835;-62
4836;-55
4837;-50
4838;-50
4839;-53
4840;-56
4841;-62
4842;-57
4843;-57
4844;-58
4845;-58
4846;-66
4847;-68
4848;-63
4849;-62
4850;-62
4851;-62
4852;-66
4853;-62
4854;-72
4855;-75
4856;-75
4857;-73
4858;-70
4859;-68
4860;-64
4861;-66
4862;-76
4863;-66
4864;-66
4865;-64
4866;-79
4867;-73
4868;-60
4869;-60
4870;-61
4871;-55
4872;-69
4873;-64
4874;-64
4875;-62
4876;-59
4877;-57
4878;-55
4879;-53
4880;-55
4881;-52
4882;-51
4883;-54
4884;-53
4885;-57
4886;-58
4887;-64
4888;-59
4889;-58
4890;-60
4891;-68
4892;-61
4893;-58
4894;-54
4895;-57
4896;-66
4897;-63
4898;-56
4899;-58
4900;-58
4901;-57
4902;-64
4903;-66
4904;-71
4905;-71
4906;-72
4907;-67
4908;-63
4909;-60
4910;-59
4911;-54
4912;-58
4913;-54
4914;-74
4915;-51
4916;-54
4917;-52
4918;-54
4919;-51
4920;-50
4921;-52
4922;-49
4923;-52
4924;-54
4925;-54
4926;-53
4927;-50
4928;-49
4929;-48
4930;-49
4931;-50
4932;-51
4933;-49
4934;-51
4935;-56
4936;-69
4937;-67
4938;-58
4939;-58
4940;-58
4941;-60
4942;-63
4943;-63
4944;-63
4945;-57
4946;-57
4947;-56
4948;-62
4949;-66
4950;-62
4951;-60
4952;-63
4953;-62
4954;-58
4955;-61
4956;-67
4957;-59
4958;-63
4959;-69
4960;-60
4961;-64
4962;-69
4963;-70
4964;-76
4965;-78
4966;-63
4967;-58
4968;-62
4969;-73
4970;-69
4971;-64
4972;-55
4973;-59
4974;-55
4975;-51
4976;-47
4977;-45
4978;-46
4979;-49
4980;-63
4981;-69
4982;-50
4983;-49
4984;-49
4985;-51
4986;-51
4987;-61
4988;-55
4989;-61
4990;-93
4991;-58
4992;-64
4993;-57
4994;-60
4995;-56
4996;-61
4997;-64
4998;-66
4999;-68
5000;-75
5001;-73
5002;-75
5003;-61
5004;-67
5005;-67
5006;-66
5007;-67
5008;-67
5009;-62
5010;-60
5011;-61
5012;-55
5013;-56
5014;-68
5015;-55
5016;-52
5017;-50
5018;-49
5019;-51
5020;-48
5021;-48
5022;-45
5023;-44
5024;-44
5025;-46
5026;-45
5027;-48
5028;-51
5029;-56
5030;-59
5031;-53
5032;-49
5033;-54
5034;-50
5035;-48
5036;-51
5037;-54
5038;-62
5039;-53
5040;-56
5041;-57
5042;-60
5043;-64
5044;-63
5045;-60
5046;-62
5047;-66
5048;-65
5049;-60
5050;-63
5051;-68
5052;-60
5053;-60
5054;-62
5055;-60
5056;-61
5057;-61
5058;-59
5059;-54
5060;-55
5061;-70
5062;-53
5063;-55
5064;-53
5065;-58
5066;-55
5067;-54
5068;-47
5069;-48
5070;-48
5071;-47
5072;-48
5073;-49
5074;-48
5075;-49
5076;-48
5077;-54
5078;-57
5079;-58
5080;-55
5081;-71
5082;-71
5083;-65
5084;-57
5085;-59
5086;-58
5087;-57
5088;-60
5089;-59
5090;-55
5091;-66
5092;-57
5093;-60
5094;-76
5095;-69
5096;-72
5097;-64
5098;-58
5099;-62
5100;-58
5101;-69
5102;-65
5103;-66
5104;-55
5105;-69
5106;-58
5107;-76
5108;-66
5109;-65
5110;-63
5111;-67
5112;-61
5113;-69
5114;-63
5115;-56
5116;-59
5117;-56
5118;-49
5119;-47
5120;-47
5121;-45
5122;-46
5123;-54
5124;-51
5125;-53
5126;-47
5127;-46
5128;-51
5129;-54
5130;-65
5131;-55
5132;-58
5133;-67
5134;-59
5135;-60
5136;-60
5137;-62
5138;-55
5139;-68
5140;-58
5141;-68
5142;-64
5143;-69
5144;-76
5145;-70
5146;-60
5147;-82
5148;-74
5149;-66
5150;-73
5151;-66
5152;-63
5153;-60
5154;-60
5155;-57
5156;-53
5157;-55
5158;-66
5159;-52
5160;-50
5161;-45
5162;-47
5163;-51
5164;-43
5165;-45
5166;-45
5167;-45
5168;-45
5169;-45
5170;-51
5171;-55
5172;-50
5173;-52
5174;-51
5175;-47
5176;-51
5177;-49
5178;-49
5179;-51
5180;-51
5181;-58
5182;-54
5183;-61
5184;-60
5185;-60
5186;-57
5187;-72
5188;-64
5189;-59
5190;-59
5191;-58
5192;-62
5193;-72
5194;-65
5195;-57
5196;-58
5197;-64
5198;-61
5199;-65
5200;-60
5201;-60
5202;-56
5203;-55
5204;-58
5205;-58
5206;-52
5207;-57
5208;-55
5209;-63
5210;-55
5211;-51
5212;-49
5213;-49
5214;-47
5215;-47
5216;-49
5217;-54
5218;-51
5219;-51
5220;-51
5221;-63
5222;-65
5223;-60
5224;-61
5225;-59
5226;-65
5227;-59
5228;-57
5229;-75
5230;-61
5231;-65
5232;-73
5233;-58
5234;-57
5235;-69
5236;-57
5237;-56
5238;-56
5239;-57
5240;-58
5241;-61
5242;-72
5243;-57
5244;-60
5245;-59
5246;-67
5247;-58
5248;-58
5249;-60
5250;-57
5251;-58
5252;-58
5253;-62
5254;-56
5255;-52
5256;-49
5257;-53
5258;-54
5259;-63
5260;-59
5261;-53
5262;-55
5263;-56
5264;-62
5265;-57
5266;-48
5267;-52
5268;-52
5269;-52
5270;-51
5271;-49
5272;-54
5273;-51
5274;-52
5275;-52
5276;-62
5277;-68
5278;-63
5279;-66
5280;-63
5281;-77
5282;-57
5283;-66
5284;-60
